SYMBOL,ISIN,Security Name,Band,Sector_NSE,Category,MC_Map_Symbol,Sector,Industry,MC_Name,Hyperlink,Exchange
JSWSTEEL,INE019A01038,JSW Steel Limited,No Band,METALS,Derivative Product/Nifty Midcap 50,JSWSTEEL,Metals & Mining,Steel - Large,JSW Steel,http://www.moneycontrol.com/india/stockpricequote/steellarge/jswsteel/JSW01,NSE
JUBILANT,INE700A01033,Jubilant Life Sciences Limited,20,PHARMA,NIFTY High Beta 50 Index,JUBILANT,Pharmaceuticals,Pharmaceuticals,Jubilant Life,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jubilantlifesciences/JO03,NSE
JUBLFOOD,INE797F01012,Jubilant Foodworks Limited,No Band,CONSUMER GOODS,Derivative Product,JUBLFOOD,Miscellaneous,Miscellaneous,Jubilant Food,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/jubilantfoodworks/JF04,NSE
JUBLINDS,INE645L01011,Jubilant Industries Limited,20,,,JUBLINDS,Miscellaneous,Miscellaneous,Jubilant Ind,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/jubilantindustries/JI10,NSE
JUNIORBEES,INF732E01045,Reliance ETF Junior BeES,20,,,,,,,,NSE
JUSTDIAL,INE599M01018,Just Dial Limited,No Band,IT,NIFTY Full Smallcap 100/ NIFTY Free float Smallcap 100/NIFTY Smallcap 250,JUSTDIAL,Miscellaneous,Miscellaneous,Just Dial,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/justdial/JD,NSE
JVLAGRO,INE430G01026,JVL Agro Industries Limited,20,,,JVLAGRO,Food & Beverage,Vanaspati & Oils,JVL Agro Ind,http://www.moneycontrol.com/india/stockpricequote/vanaspatioils/jvlagroindustries/JVL01,NSE
JYOTHYLAB,INE668F01031,Jyothy Laboratories Limited,20,CONSUMER GOODS,,JYOTHYLAB,Cons Non-Durable,Personal Care,Jyothy Labs,http://www.moneycontrol.com/india/stockpricequote/personalcare/jyothylaboratories/JL,NSE
JYOTISTRUC,INE197A01024,Jyoti Structures Limited,10,,,JYOTISTRUC,Engineering,Power - Transmission & Equipment,Jyoti Structure,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/jyotistructures/JS03,NSE
KABRAEXTRU,INE900B01029,Kabra Extrusion Technik Limited,20,,,KABRAEXTRU,Engineering,Engineering - Heavy,Kabra Extrusion,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/kabraextrusiontechnik/KET,NSE
KAJARIACER,INE217B01036,Kajaria Ceramics Limited,No Band,CONSTRUCTION,Derivative Product,KAJARIACER,Cement/Construction,Ceramics & Granite,Kajaria Ceramic,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/kajariaceramics/KC06,NSE
KAKATCEM,INE437B01014,Kakatiya Cement Sugar & Industries Limited,20,,,KAKATCEM,Cement/Construction,Cement - Mini,Kakatiya Cement,http://www.moneycontrol.com/india/stockpricequote/cementmini/kakatiyacements/KC01,NSE
KALPATPOWR,INE220B01022,Kalpataru Power Transmission Limited,20,ENERGY,,KALPATPOWR,Engineering,Power - Transmission & Equipment,Kalpataru Power,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kalpatarupowertransmission/KPT,NSE
KAMATHOTEL,INE967C01018,Kamat Hotels (I) Limited,20,,,KAMATHOTEL,Services,Hotels,Kamat Hotels,http://www.moneycontrol.com/india/stockpricequote/hotels/kamathotelsindia/KHI,NSE
KANANIIND,INE879E01037,Kanani Industries Limited,10,,,KANANIIND,Banking/Finance,Diamond Cutting & Jewellery & Precious Metals,Kanani Ind,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/kananiindustries/KI26,NSE
KANORICHEM,INE138C01024,Kanoria Chemicals & Industries Limited,20,,,KANORICHEM,Chemicals,Chemicals,Kanoria Chem,http://www.moneycontrol.com/india/stockpricequote/chemicals/kanoriachemicalsindustries/KCI01,NSE
KANSAINER,INE531A01024,Kansai Nerolac Paints Limited,20,CONSUMER GOODS,,KANSAINER,Chemicals,Paints & Varnishes,Kansai Nerolac,http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/kansainerolacpaints/KNP,NSE
KARURVYSYA,INE036D01028,Karur Vysya Bank Limited,20,FINANCIAL SERVICES,NIFTY Low Volatility 50 Index,KARURVYSYA,Banking/Finance,Banks - Private Sector,Karur Vysya,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/karurvysyabank/KVB,NSE
KAVVERITEL,INE641C01019,Kavveri Telecom Products Limited,10,,,KAVVERITEL,Telecom,Telecommunications - Equipment,Kavveri Telecom,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/kavveritelecomproducts/KTP,NSE
KAYA,INE587G01015,Kaya Limited,20,,,KAYA,Miscellaneous,Miscellaneous,Kaya,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/kaya/K03,NSE
KCP,INE805C01028,KCP Limited,20,,,KCP,Cement/Construction,Cement - Major,KCP,http://www.moneycontrol.com/india/stockpricequote/cementmajor/kcp/KCP,NSE
KCPSUGIND,INE790B01024,KCP Sugar and Industries Corporation Limited,20,,,KCPSUGIND,Food & Beverage,Sugar,KCP Sugar,http://www.moneycontrol.com/india/stockpricequote/sugar/kcpsugarindcorp/KCP01,NSE
KEC,INE389H01022,KEC International Limited,20,CONSTRUCTION,,KEC,Engineering,Power - Transmission & Equipment,KEC Intl,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kecinternational/KEC04,NSE
KECL,INE134B01017,Kirloskar Electric Company Limited,20,,,KECL,Engineering,Electric Equipment,Kirl Electric,http://www.moneycontrol.com/india/stockpricequote/electricequipment/kirloskarelectricco/KEC02,NSE
KEI,INE878B01027,KEI Industries Limited,20,,,KEI,Engineering,Cables - Power & Others,KEI Industries,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/keiindustries/KEI,NSE
KESARENT,INE133B01019,Kesar Enterprises Limited,20,,,KESARENT,Food & Beverage,Sugar,Kesar Ent,http://www.moneycontrol.com/india/stockpricequote/sugar/kesarenterprises/KE01,NSE
KESORAMIND,INE087A01019,Kesoram Industries Limited,20,CEMENT & CEMENT PRODUCTS,,KESORAMIND,Conglomerates,Diversified,Kesoram,http://www.moneycontrol.com/india/stockpricequote/diversified/kesoramindustries/KI08,NSE
KEYCORPSER,INE681C01015,Keynote Corporate Services Limited,5,,,KEYCORPSER,Banking/Finance,Finance - General,Keynote Corp,http://www.moneycontrol.com/india/stockpricequote/financegeneral/keynotecorporateservices/KCS,NSE
KHADIM,INE834I01025,Khadim India Limited,20,,,KHADIM,Cons Non-Durable,Leather Products,Khadim India,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/khadimindialimited/KIL,NSE
KHAITANLTD,INE731C01018,Khaitan (India) Limited,5,,,,,,,,NSE
KICL,INE029L01018,Kalyani Investment Company Limited,20,,,KICL,Banking/Finance,Finance - Investments,Kalyani Invest,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/kalyaniinvestmentcompany/KIC04,NSE
KILITCH,INE729D01010,Kilitch Drugs (India) Limited,10,,,KILITCH,Pharmaceuticals,Pharmaceuticals,Kilitch Drugs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kilitchdrugsindia/KDI,NSE
KINGFA,INE473D01015,Kingfa Science & Technology (India) Limited,20,,,KINGFA,Manufacturing,Plastics,Kingfa Science,http://www.moneycontrol.com/india/stockpricequote/plastics/kingfasciencetechnology/HSS,NSE
KIOCL,INE880L01014,KIOCL Limited,10,,,KIOCL,Metals & Mining,Steel - Sponge Iron,KIOCL,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/kiocl/KIO,NSE
KIRIINDUS,INE415I01015,Kiri Industries Limited,20,,,KIRIINDUS,Chemicals,Dyes & Pigments,Kiri Industries,http://www.moneycontrol.com/india/stockpricequote/dyespigments/kiriindustries/KDC01,NSE
KIRLOSBROS,INE732A01036,Kirloskar Brothers Limited,20,,,KIRLOSBROS,Engineering,Pumps,Kirloskar Bros,http://www.moneycontrol.com/india/stockpricequote/pumps/kirloskarbrothers/KB02,NSE
KIRLOSENG,INE146L01010,Kirloskar Oil Engines Limited,20,,,KIRLOSENG,Engineering,Engines,Kirloskar Oil,http://www.moneycontrol.com/india/stockpricequote/engines/kirloskaroilengines/KOE03,NSE
KIRLOSIND,INE250A01039,Kirloskar Industries Limited,20,,,KIRLOSIND,Engineering,Engines,Kirloskar Ind,http://www.moneycontrol.com/india/stockpricequote/engines/kirloskarindustries/KOE,NSE
KITEX,INE602G01020,Kitex Garments Limited,20,TEXTILES,,KITEX,Manufacturing,Textiles - Readymade Apparels,Kitex Garments,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kitexgarments/KG01,NSE
KKCL,INE401H01017,Kewal Kiran Clothing Limited,20,,,KKCL,Retail/Real Estate,Retail,Kewal Kiran,http://www.moneycontrol.com/india/stockpricequote/retail/kewalkiranclothing/KKC02,NSE
KMSUGAR,INE157H01023,K.M.Sugar Mills Limited,20,,,KMSUGAR,Food & Beverage,Sugar,KM Sugar Mills,http://www.moneycontrol.com/india/stockpricequote/sugar/kmsugarmills/KMS,NSE
KNRCON,INE634I01029,KNR Constructions Limited,20,,NIFTY 500 Index/NIFTY MidSmallcap 400/NIFTY Smallcap 250,KNRCON,Cement/Construction,Construction & Contracting - Civil,KNR Construct,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/knrconstructions/KC13,NSE
KOHINOOR,INE080B01012,Kohinoor Foods Limited,20,,,KOHINOOR,Food & Beverage,Food Processing,Kohinoor Foods,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/kohinoorfoods/KF15,NSE
KOKUYOCMLN,INE760A01029,Kokuyo Camlin Limited,20,,,KOKUYOCMLN,Conglomerates,Diversified,Kokuyo Camlin,http://www.moneycontrol.com/india/stockpricequote/diversified/kokuyocamlin/C02,NSE
KOLTEPATIL,INE094I01018,Kolte - Patil Developers Limited,20,CONSTRUCTION,,KOLTEPATIL,Retail/Real Estate,Construction & Contracting - Real Estate,Kolte-Patil,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/koltepatildevelopers/KD07,NSE
KOPRAN,INE082A01010,Kopran Limited,20,,,KOPRAN,Pharmaceuticals,Pharmaceuticals,Kopran,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kopran/K01,NSE
KOTAKBANK,INE237A01028,Kotak Mahindra Bank Limited,No Band,FINANCIAL SERVICES,Derivative Product/Bank Nifty/ Nifty 50,KOTAKBANK,Banking/Finance,Banks - Private Sector,Kotak Mahindra,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/kotakmahindrabank/KMB,NSE
KOTAKBKETF,INF174K01F59,Kotak Mahindra MF - Kotak Banking ETF - Dividend Payout Option,20,,,,,,,,NSE
KOTAKGOLD,INF373I01049,Kotak Mutual Fund - Gold Exchange Traded Fund,20,,,,,,,,NSE
KOTAKNIFTY,INF174K014P6,Kotak Mahindra Mutual Fund-Kotak Nifty ETF,20,,,KOTAKNIFTY,Banking/Finance,Finance - Investments,Kotak Nifty ETF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/kotakmahindramutualfundniftyetf/KMM01,NSE
KOTAKNV20,INF174K01Z71,Kotak Mahindra MF - Kotak NV 20 ETF - DPO,20,,,,,,,,NSE
KOTAKPSUBK,INF373I01023,Kotak Mahindra Mutual Fund,20,,,,,,,,NSE
KOTARISUG,INE419A01022,Kothari Sugars And Chemicals Limited,20,,,KOTARISUG,Food & Beverage,Sugar,Kothari Sugars,http://www.moneycontrol.com/india/stockpricequote/sugar/kotharisugarschemicals/KSC,NSE
KOTHARIPET,INE720A01015,Kothari Petrochemicals Limited,20,,,KOTHARIPET,Services,Trading,Kothari Petro,http://www.moneycontrol.com/india/stockpricequote/trading/kotharipetrochem/KP12,NSE
KOTHARIPRO,INE823A01017,Kothari Products Limited,20,,,KOTHARIPRO,Tobacco,Cigarettes,Kothari Product,http://www.moneycontrol.com/india/stockpricequote/cigarettes/kothariproducts/KP06,NSE
KPIT,INE836A01035,KPIT Technologies Limited,No Band,IT,Derivative product/NIFTY IT/ NIFTY Free float Smallcap 100,KPIT,Technology,Computers - Software Medium & Small,KPIT Tech,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kpittechnologies/KPI02,NSE
KPRMILL,INE930H01023,K.P.R. Mill Limited,20,TEXTILES,,KPRMILL,Manufacturing,Textiles - Readymade Apparels,KPR Mill,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kprmill/M15,NSE
KRBL,INE001B01026,KRBL Limited,20,CONSUMER GOODS,NIFTY Midcap 150,KRBL,Food & Beverage,Food Processing,KRBL,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/krbl/KRB01,NSE
KRIDHANINF,INE524L01026,Kridhan Infra Limited,20,,,KRIDHANINF,Miscellaneous,Miscellaneous,Kridhan Infra,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/kridhaninfra/RSI02,NSE
KSBPUMPS,INE999A01015,KSB Pumps Limited,20,,,KSBPUMPS,Engineering,Pumps,KSB Pumps,http://www.moneycontrol.com/india/stockpricequote/pumps/ksbpumps/KSB,NSE
KSCL,INE455I01029,Kaveri Seed Company Limited,No Band,CONSUMER GOODS,Derivative Product,KSCL,Miscellaneous,Miscellaneous,Kaveri Seed,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/kaveriseedcompany/KSC01,NSE
KSK,INE143H01015,KSK Energy Ventures Limited,5,,,KSK,Utilities,Power - Generation & Distribution,KSK Energy Vent,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/kskenergyventures/KEV,NSE
KSL,INE907A01026,Kalyani Steels Limited,20,,,KSL,Metals & Mining,Steel - Rolling,Kalyani Steels,http://www.moneycontrol.com/india/stockpricequote/steelrolling/kalyanisteels/KS01,NSE
KTIL,INE096L01025,Kesar Terminals & Infrastructure Limited,20,,,KTIL,Miscellaneous,Miscellaneous,Kesar Terminals,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/kesarterminalsinfrastructure/KTI04,NSE
KTKBANK,INE614B01018,The Karnataka Bank Limited,No Band,FINANCIAL SERVICES,Derivative product/Nifty MIDCAP 50,KTKBANK,Banking/Finance,Banks - Private Sector,Karnataka Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/karnatakabank/KB04,NSE
KWALITY,INE775B01025,kwality limited,20,CONSUMER GOODS,,KWALITY,Food & Beverage,Food Processing,Kwality,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/kwality/KDI01,NSE
L&TFH,INE498L01015,L&T Finance Holdings Limited,No Band,FINANCIAL SERVICES,Derivative Product,L&TFH,Banking/Finance,Finance - Investments,L&T Finance,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinanceholdings/LFH,NSE
LAKPRE,INE651C01018,Lakshmi Precision Screws Limited,20,,,LAKPRE,Manufacturing,Fasteners,Lakshmi Prec,http://www.moneycontrol.com/india/stockpricequote/fasteners/lakshmiprecisionscrews/LPS,NSE
LAKSHMIEFL,INE992B01026,Lakshmi Energy and Foods Limited,20,,,LAKSHMIEFL,Food & Beverage,Food Processing,Lakshmi Energy,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/lakshmienergyfoods/LEF,NSE
LAKSHVILAS,INE694C01018,Lakshmi Vilas Bank Limited,20,FINANCIAL SERVICES,Nifty Alpha 50 Index,LAKSHVILAS,Banking/Finance,Banks - Private Sector,Lakshmi Vilas,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/lakshmivilasbank/LVB,NSE
LALPATHLAB,INE600L01024,Dr. Lal Path Labs Ltd.,20,HEALTHCARE SERVICES,NIFTY 200/NIFTY Full Midcap 100,LALPATHLAB,Pharmaceuticals,Pharmaceuticals,Dr Lal PathLab,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drlalpathlabs/DLP01,NSE
LAMBODHARA,INE112F01022,Lambodhara Textiles Limited,20,,,LAMBODHARA,Manufacturing,Textiles - Spinning - Cotton Blended,Lambodhara Text,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/lambodharatextile/LT02,NSE
LAOPALA,INE059D01020,La Opala RG Limited,20,,,LAOPALA,Manufacturing,Glass & Glass Products,La Opala RG,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/laopalarg/LOR,NSE
LAURUSLABS,INE947Q01010,Laurus Labs Limited,20,PHARMA,,LAURUSLABS,Pharmaceuticals,Pharmaceuticals,Laurus Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lauruslabs/LL05,NSE
LAXMIMACH,INE269B01029,Lakshmi Machine Works Limited,20,INDUSTRIAL MANUFACTURING,,LAXMIMACH,Engineering,Textiles - Machinery,Lakshmi Machine,http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmimachineworks/LMW,NSE
LEEL,INE245C01019,LEEL Electricals Limited,20,,,LEEL,Cons Durable,Consumer Goods - White Goods,LEEL,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/leel/LEE,NSE
LGBBROSLTD,INE337A01034,LG Balakrishnan & Bros Limited,20,,,LGBBROSLTD,Engineering,Auto Ancillaries,LG Balakrishnan,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/lgbalakrishnanbrothers/LGB,NSE
LIBERTSHOE,INE557B01019,Liberty Shoes Limited,10,,,LIBERTSHOE,Cons Non-Durable,Leather Products,Liberty Shoes,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/libertyshoes/LS02,NSE
LICHSGFIN,INE115A01026,LIC Housing Finance Limited,No Band,FINANCIAL SERVICES,Derivative Product,LICHSGFIN,Banking/Finance,Finance - Housing,LIC Housing Fin,http://www.moneycontrol.com/india/stockpricequote/financehousing/lichousingfinance/LIC,NSE
LICNETFN50,INF767K01OS7,LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50,20,,,,,,,,NSE
LICNETFSEN,INF767K01OT5,LIC Mutual Fund - LIC MF EXCHANGE TRADED FUND - SENSEX,20,,,,,,,,NSE
LINCOLN,INE405C01035,Lincoln Pharmaceuticals Limited,20,,,LINCOLN,Pharmaceuticals,Pharmaceuticals,Lincoln Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lincolnpharmaceuticals/LP06,NSE
LINCPEN,INE802B01019,Linc Pen & Plastics Limited,20,,,LINCPEN,Miscellaneous,Miscellaneous,Linc PenandPlas,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/lincpenplastics/LPP,NSE
LINDEINDIA,INE473A01011,Linde India Limited,20,CHEMICALS,,LINDEINDIA,Chemicals,Chemicals,Linde India,http://www.moneycontrol.com/india/stockpricequote/chemicals/lindeindia/BOC,NSE
LIQUIDBEES,INF732E01037,Reliance ETF Liquid BeES,5,,,,,,,,NSE
LITL,INE785C01048,Lanco Infratech Limited,5,,,LITL,Engineering,Infrastructure - General,Lanco Infratech,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/lancoinfratech/LI10,NSE
LML,INE862A01015,LML Limited,20,,,LML,Automotive,Auto - 2 & 3 Wheelers,LML,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/lml/LML,NSE
LOKESHMACH,INE397H01017,Lokesh Machines Limited,20,,,LOKESHMACH,Engineering,Machine Tools,Lokesh Machines,http://www.moneycontrol.com/india/stockpricequote/machinetools/lokeshmachines/LMS,NSE
LOVABLE,INE597L01014,Lovable Lingerie Limited,20,,,LOVABLE,Manufacturing,Textiles - Readymade Apparels,Lovable Lingeri,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/lovablelingerie/LL04,NSE
LT,INE018A01030,Larsen & Toubro Limited,No Band,CONSTRUCTION,Derivative Product/ Nifty 50/Nifty Infrastructure Index,LT,Engineering,Infrastructure - General,Larsen,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/larsentoubro/LT,NSE
LTI,INE214T01019,Larsen & Toubro Infotech Limited,20,IT,NIFTY 500 Index/NIFTY MidSmallcap 400/NIFTY Midcap 150,LTI,Technology,Computers - Software,L&T Infotech,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/larsentoubroinfotech/LI12,NSE
LTTS,INE010V01017,L&T Technology Services Limited,20,IT,NIFTY 500 Index/NIFTY Full Midcap 100/NIFTY MidSmallcap 400/NIFTY 200/NIFTY Midcap 150,LTTS,Technology,Computers - Software Medium & Small,L&T Technology,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/lttechnologyservices/LTS,NSE
LUMAXIND,INE162B01018,Lumax Industries Limited,20,,,LUMAXIND,Automotive,Auto Ancillaries,Lumax Inds,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/lumaxindustries/LI05,NSE
LUMAXTECH,INE872H01019,Lumax Auto Technologies Limited,20,,,LUMAXTECH,Automotive,Auto Ancillaries,Lumax Auto Tech,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/lumaxautotechnologies/LAT01,NSE
LUPIN,INE326A01037,Lupin Limited,No Band,PHARMA,Derivative Product/ Nifty 50/NIFTY100 LIQUID 15,LUPIN,Pharmaceuticals,Pharmaceuticals,Lupin,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupin/L,NSE
LUXIND,INE150G01020,Lux Industries Limited,20,,,LUXIND,Manufacturing,Textiles - Processing,Lux Industries,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/luxindustries/LHI,NSE
LYCOS,INE425B01027,Lycos Internet Limited,20,,,LYCOS,Technology,Computers - Software Medium & Small,Lycos Internet,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/lycosinternet/LGS,NSE
LYKALABS,INE933A01014,Lyka Labs Limited,20,,,LYKALABS,Pharmaceuticals,Pharmaceuticals,Lyka Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lykalabs/LL02,NSE
LYPSAGEMS,INE142K01011,Lypsa Gems & Jewellery Limited,20,,,LYPSAGEMS,Services,Diamond Cutting & Jewellery & Precious Metals,Lypsa Gems,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/lypsagemsjewellery/LGJ,NSE
M&M,INE101A01026,Mahindra & Mahindra Limited,No Band,AUTOMOBILE,Derivative Product/Nifty 50/  NIFTY Growth Sectors 15 Index,M&M,Automotive,Auto - Cars & Jeeps,M&M,http://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/mahindramahindra/MM,NSE
M&MFIN,INE774D01024,Mahindra & Mahindra Financial Services Limited,No Band,FINANCIAL SERVICES,BSE 100 Index/Derivative Product,M&MFIN,Banking/Finance,Finance - Leasing & Hire Purchase,M&M Financial,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mahindramahindrafinancialservices/MMF04,NSE
M100,INF247L01023,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M100 ETF GO,20,,,M100,Banking/Finance,Finance - Investments,MOSt M100 ETF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/motilaloswalmostsharesmidcap100etf/MOM01,NSE
M50,INF247L01536,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M50 ETF,20,,,M50,Banking/Finance,Finance - Investments,MOSt M50 ETF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/motilaloswalmostsharesm50etf/MOM,NSE
MAANALU,INE215I01019,Maan Aluminium Limited,10,,,MAANALU,Metals & Mining,Aluminium,Maan Aluminium,http://www.moneycontrol.com/india/stockpricequote/aluminium/maanaluminium/MA03,NSE
MADHAV,INE925C01016,Madhav Marbles and Granites Limited,20,,,MADHAV,Cement/Construction,Ceramics & Granite,Madhav Marbles,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/madhavmarblesgranites/MMG,NSE
MADHUCON,INE378D01032,Madhucon Projects Limited,20,,,MADHUCON,Cement/Construction,Construction & Contracting - Civil,Madhucon Proj,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/madhuconprojects/MP16,NSE
MADRASFERT,INE414A01015,Madras Fertilizers Limited,10,,,MADRASFERT,Chemicals,Fertilisers,Madras Fert,http://www.moneycontrol.com/india/stockpricequote/fertilisers/madrasfertilizers/MF15,NSE
MAGADSUGAR,INE347W01011,Magadh Sugar & Energy Limited,10,,,MAGADSUGAR,Food & Beverage,Sugar,Magadh Sugar,http://www.moneycontrol.com/india/stockpricequote/sugar/magadhsugarenergy/MSE01,NSE
MAGMA,INE511C01022,Magma Fincorp Limited,20,FINANCIAL SERVICES,,MAGMA,Banking/Finance,Finance - Leasing & Hire Purchase,Magma Fincorp,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/magmafincorp/MF20,NSE
MAGNUM,INE387I01016,Magnum Ventures Limited,10,,,MAGNUM,Manufacturing,Paper,Magnum Ventures,http://www.moneycontrol.com/india/stockpricequote/paper/magnumventures/MV04,NSE
MAHABANK,INE457A01014,Bank of Maharashtra,20,,,MAHABANK,Banking/Finance,Banks - Public Sector,Bank of Mah,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankmaharashtra/BM05,NSE
MAHASTEEL,INE451L01014,Mahamaya Steel Industries Limited,20,,,MAHASTEEL,Metals & Mining,Steel - CR & HR Strips,Mahamaya Steel,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/mahamayasteelindustries/MSI11,NSE
MAHINDCIE,INE536H01010,Mahindra CIE Automotive Limited,20,INDUSTRIAL MANUFACTURING,,MAHINDCIE,Manufacturing,Castings & Forgings,Mahindra CIE,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/mahindracieautomotive/MF19,NSE
MAHLIFE,INE813A01018,Mahindra Lifespace Developers Limited,20,,,MAHLIFE,Cement/Construction,Construction & Contracting - Civil,Mahindra Life,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mahindralifespacedevelopers/MLD,NSE
MAHLOG,INE766P01016,Mahindra Logistics Limited,20,,,MAHLOG,Conglomerates,Diversified,Mahindra Logist,http://www.moneycontrol.com/india/stockpricequote/diversified/mahindralogistics/ML04,NSE
MAHSCOOTER,INE288A01013,Maharashtra Scooters Limited,20,,,MAHSCOOTER,Automotive,Auto - 2 & 3 Wheelers,Mah Scooters,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/maharashtrascooters/MS01,NSE
MAHSEAMLES,INE271B01025,Maharashtra Seamless Limited,20,,,MAHSEAMLES,Metals & Mining,Steel - Tubes & Pipes,Mah Seamless,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/maharashtraseamless/MS02,NSE
MAITHANALL,INE683C01011,Maithan Alloys Limited,20,,,MAITHANALL,Metals & Mining,Mining & Minerals,Maithan Alloys,http://www.moneycontrol.com/india/stockpricequote/miningminerals/maithanalloys/MA04,NSE
MAJESCO,INE898S01029,Majesco Limited,20,,,MAJESCO,Technology,Computers - Software Medium & Small,Majesco,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/majesco/M19,NSE
MALUPAPER,INE383H01017,Malu Paper Mills Limited,10,,,MALUPAPER,Manufacturing,Paper,Malu Paper,http://www.moneycontrol.com/india/stockpricequote/paper/malupapermills/MPM03,NSE
MANAKALUCO,INE859Q01017,Manaksia Aluminium Company Limited,5,,,MANAKALUCO,Metals & Mining,Aluminium,Manaksia Alumin,http://www.moneycontrol.com/india/stockpricequote/aluminium/manaksiaaluminiumcompany/MAC03,NSE
MANAKCOAT,INE830Q01018,Manaksia Coated Metals & Industries Limited,20,,,MANAKCOAT,Engineering,Steel - Medium & Small,Manaksia Coated,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/manaksiacoatedmetalsindustries/MCM02,NSE
