SYMBOL,ISIN,Security Name,Band,Sector_NSE,Category,MC_Map_Symbol,Sector,Industry,MC_Name,Hyperlink,Exchange
BALAJITELE,INE794B01026,Balaji Telefilms Limited,20,,,BALAJITELE,Media,Media & Entertainment,Balaji Telefilm,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/balajitelefilms/BT06,NSE
BALAMINES,INE050E01027,Balaji Amines Limited,20,,,BALAMINES,Chemicals,Chemicals,Balaji Amines,http://www.moneycontrol.com/india/stockpricequote/chemicals/balajiamines/BA05,NSE
BALKRISHNA,INE875R01011,Balkrishna Paper Mills Limited,10,,,BALKRISHNA,Miscellaneous,Paper,Balkrishna,http://www.moneycontrol.com/india/stockpricequote/paper/balkrishnapapermills/NPM01,NSE
BALKRISIND,INE787D01026,Balkrishna Industries Limited,No Band,AUTOMOBILE,NIFTY Alpha 50 Index,BALKRISIND,Automotive,Tyres,Balkrishna Ind,http://www.moneycontrol.com/india/stockpricequote/tyres/balkrishnaindustries/BI03,NSE
BALLARPUR,INE294A01037,Ballarpur Industries Limited,20,PAPER,,BALLARPUR,Manufacturing,Paper,Ballarpur Ind,http://www.moneycontrol.com/india/stockpricequote/paper/ballarpurindustries/BI12,NSE
BALMLAWRIE,INE164A01016,Balmer Lawrie & Company Limited,20,SERVICES,,BALMLAWRIE,Manufacturing,Diversified,Balmer Lawrie,http://www.moneycontrol.com/india/stockpricequote/diversified/balmerlawriecompany/BLC,NSE
BALPHARMA,INE083D01012,Bal Pharma Limited,20,,,BALPHARMA,Pharmaceuticals,Pharmaceuticals,Bal Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/balpharma/BP02,NSE
BALRAMCHIN,INE119A01028,Balrampur Chini Mills Limited,No Band,CONSUMER GOODS,,BALRAMCHIN,Food & Beverage,Sugar,Balrampur Chini,http://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM,NSE
BANARBEADS,INE655B01011,Banaras Beads Limited,20,,,BANARBEADS,Miscellaneous,Miscellaneous,Banaras Beads,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/banarasbeads/BB03,NSE
BANARISUG,INE459A01010,Bannari Amman Sugars Limited,20,,,BANARISUG,Food & Beverage,Sugar,Bannariamman,http://www.moneycontrol.com/india/stockpricequote/sugar/bannariammansugars/BS07,NSE
BANCOINDIA,INE213C01025,Banco Products (I) Limited,20,,,BANCOINDIA,Automotive,Auto Ancillaries,Banco Products,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/bancoproductsindia/BPI,NSE
BANG,INE863I01016,Bang Overseas Limited,10,,,BANG,Manufacturing,Textiles - General,Bang Overseas,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/bangoverseas/BO02,NSE
BANKBARODA,INE028A01039,Bank Of Baroda,No Band,FINANCIAL SERVICES,Derivative Product/Bank Nifty/NIFTY NEXT 50,BANKBARODA,Banking/Finance,Banks - Public Sector,Bank of Baroda,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankofbaroda/BOB,NSE
BANKBEES,INF732E01078,Reliance ETF Bank BeES,20,,,,,,,,NSE
BANKINDIA,INE084A01016,Bank Of India,No Band,FINANCIAL SERVICES,Nifty Alpha 50 Index,BANKINDIA,Banking/Finance,Banks - Public Sector,Bank of India,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankofindia/BOI,NSE
BANSWRAS,INE629D01012,Banswara Syntex Limited,20,,,BANSWRAS,Manufacturing,Textiles - Spinning - Synthetic Blended,Banswara Syntex,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/banswarasyntex/BS01,NSE
BASF,INE373A01013,BASF India Limited,20,CHEMICALS,,BASF,Chemicals,Chemicals,BASF,http://www.moneycontrol.com/india/stockpricequote/chemicals/basfindia/BAS,NSE
BASML,INE186H01014,Bannari Amman Spinning Mills Limited,20,,,BASML,Manufacturing,Textiles - General,Bannari A Spg,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/bannariammanspinningmills/BAS01,NSE
BATAINDIA,INE176A01028,Bata India Limited,No Band,CONSUMER GOODS,Derivative Product,BATAINDIA,Cons Non-Durable,Leather Products,Bata India,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/bataindia/BI01,NSE
BAYERCROP,INE462A01022,Bayer Cropscience Limited,20,,,BAYERCROP,Chemicals,Pesticides & Agro Chemicals,Bayer CropScien,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/bayercropscience/BC12,NSE
BBL,INE464A01028,Bharat Bijlee Limited,20,,,BBL,Engineering,Electric Equipment,Bharat Bijlee,http://www.moneycontrol.com/india/stockpricequote/electricequipment/bharatbijlee/BB,NSE
BBTC,INE050A01025,Bombay Burmah Trading Corporation Limited,20,CONSUMER GOODS,NIFTY Free float Smallcap 100,BBTC,Food & Beverage,Plantations - Tea & Coffee,Bombay Burmah,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/bombayburmahtradingcorporation/BBT,NSE
BEARDSELL,INE520H01022,Beardsell Limited,20,,,BEARDSELL,Miscellaneous,Miscellaneous,Beardsell,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/beardsell/B06,NSE
BEDMUTHA,INE844K01012,Bedmutha Industries Limited,10,,,BEDMUTHA,Metals & Mining,Steel - Medium & Small,Bedmutha Ind,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/bedmuthaindustries/BI05,NSE
BEL,INE263A01024,Bharat Electronics Limited,No Band,INDUSTRIAL MANUFACTURING,Nifty PSE Index/Derivative Product ,BEL,Manufacturing,Electricals,Bharat Elec,http://www.moneycontrol.com/india/stockpricequote/electricals/bharatelectronics/BE03,NSE
BEML,INE258A01016,BEML Limited,No Band,INDUSTRIAL MANUFACTURING,Derivative Product,BEML,Engineering,Infrastructure - General,BEML,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/beml/BEM03,NSE
BEPL,INE922A01025,Bhansali Engineering Polymers Limited,5,,,BEPL,Chemicals,Petrochemicals,Bhansali Eng,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/bhansaliengineeringpolymers/BEP,NSE
BERGEPAINT,INE463A01038,Berger Paints (I) Limited,No Band,CONSUMER GOODS,Nifty Midcap 50,BERGEPAINT,Chemicals,Paints & Varnishes,Berger Paints,http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/bergerpaintsindia/BPI02,NSE
BFINVEST,INE878K01010,BF Investment Limited,20,,,BFINVEST,Banking/Finance,Finance - Investments,BF Investment,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/bfinvestment/BFI,NSE
BFUTILITIE,INE243D01012,BF Utilities Limited,20,CONSTRUCTION,,BFUTILITIE,Utilities,Power - Generation & Distribution,BF Utilities,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/bfutilities/BFU,NSE
BGRENERGY,INE661I01014,BGR Energy Systems Limited,20,CONSTRUCTION,,BGRENERGY,Engineering,Infrastructure - General,BGR Energy,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/bgrenergysystems/BES,NSE
BHAGERIA,INE354C01027,Bhageria Industries Limited,20,,,BHAGERIA,Chemicals,Dyes & Pigments,Bhageria Indu,http://www.moneycontrol.com/india/stockpricequote/dyespigments/bhageriaindustries/BD02,NSE
BHAGYANGR,INE458B01036,Bhagyanagar India Limited,10,,,BHAGYANGR,Telecom,Cables - Telephone,Bhagyanagar Ind,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/bhagyanagarindia/BI23,NSE
BHAGYAPROP,INE363W01018,Bhagyanagar Properties Limited,5,,,,,,,,NSE
BHARATFIN,INE180K01011,Bharat Financial Inclusion Limited,No Band,FINANCIAL SERVICES,Derivative Product,BHARATFIN,Banking/Finance,Finance - General,Bharat Fin,http://www.moneycontrol.com/india/stockpricequote/financegeneral/bharatfinancialinclusion/SM11,NSE
BHARATFORG,INE465A01025,Bharat Forge Limited,No Band,INDUSTRIAL MANUFACTURING,NIFTY Midcap 150/NIFTY Midcap Liquid 15/ NIFTY MidSmallcap 400/NIFTY Midcap 50/NIFTY Full Midcap 100,BHARATFORG,Manufacturing,Castings & Forgings,Bharat Forge,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/bharatforge/BF03,NSE
BHARATGEAR,INE561C01019,Bharat Gears Limited,20,,,BHARATGEAR,Automotive,Auto Ancillaries,Bharat Gears,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/bharatgears/BG01,NSE
BHARATIWIN,INF109KB15Y7,ICICI Prudential Mutual Fund - BHARAT 22 ETF,20,,,BHARATIWIN,Miscellaneous,Miscellaneous,Bharat 22 ETF,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/bharat22etficiciprudentialamc/ICI15,NSE
BHARATRAS,INE838B01013,Bharat Rasayan Limited,20,,,BHARATRAS,Chemicals,Pesticides & Agro Chemicals,Bharat Rasayan,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/bharatrasayan/BR01,NSE
BHARATWIRE,INE316L01019,Bharat Wire Ropes Limited,20,,,BHARATWIRE,Engineering,Steel - Medium & Small,Bharat Wire Rop,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/bharatwireropes/BWR01,NSE
BHARTIARTL,INE397D01024,Bharti Airtel Limited,No Band,TELECOM,Derivative Product/ Nifty 50/Nifty Infrastructure Index,,,,,,NSE
BHEL,INE257A01026,Bharat Heavy Electricals Limited,No Band,INDUSTRIAL MANUFACTURING,NIFTY Next 50,BHEL,Engineering,Infrastructure - General,BHEL,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/bharatheavyelectricals/BHE,NSE
BHUSANSTL,INE824B01021,Bhushan Steel Limited,20,METALS,,BHUSANSTL,Metals & Mining,Steel - CR & HR Strips,Bhushan,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/bhushansteel/BS14,NSE
BIGBLOC,INE412U01017,Bigbloc Construction Limited,20,,,BIGBLOC,Cement/Construction,Construction & Contracting - Civil,Bigbloc Constru,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/bigblocconstruction/BC19,NSE
BIL,INE828A01016,Bhartiya International Limited,20,,,BIL,Cons Non-Durable,Leather Products,Bhartiya Inter,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/bhartiyainternational/BI06,NSE
BILPOWER,INE952D01018,Bilpower  Limited,5,,,BILPOWER,Metals & Mining,Metals - Non Ferrous,Bilpower,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/bilpower/B03,NSE
BINANIIND,INE071A01013,Binani Industries Limited,10,,,BINANIIND,Manufacturing,Miscellaneous,Binani Ind,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/binaniindustries/BI10,NSE
BINDALAGRO,INE143A01010,Oswal Chemicals & Fertilizers Limited,20,,,BINDALAGRO,Chemicals,Fertilisers,Oswal ChemandFe,http://www.moneycontrol.com/india/stockpricequote/fertilisers/oswalchemicalsfertilisers/OCF,NSE
BIOCON,INE376G01013,Biocon Limited,No Band,PHARMA,Derivative Product/ Nifty Midcap 50/NIFTY MIDCAP LIQUID 15,BIOCON,Pharmaceuticals,Pharmaceuticals,Biocon,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biocon/BL03,NSE
BIRLACORPN,INE340A01012,Birla Corporation Limited,20,CEMENT & CEMENT PRODUCTS,,BIRLACORPN,Cement/Construction,Cement - Major,Birla Corp,http://www.moneycontrol.com/india/stockpricequote/cementmajor/birlacorporation/BC07,NSE
BIRLAMONEY,INE865C01022,Aditya Birla Money Limited,20,,,BIRLAMONEY,Banking/Finance,Finance - General,AB Money,http://www.moneycontrol.com/india/stockpricequote/financegeneral/adityabirlamoney/ABM01,NSE
BKMINDST,INE831Q01016,Bkm Industries Limited,5,,,,,,,,NSE
BLISSGVS,INE416D01022,Bliss GVS Pharma Limited,20,PHARMA,,BLISSGVS,Miscellaneous,Pharmaceuticals,Bliss GVS,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/blissgvspharma/BGV,NSE
BLKASHYAP,INE350H01032,B. L. Kashyap and Sons Limited,20,,,BLKASHYAP,Cement/Construction,Construction & Contracting - Civil,BL Kashyap,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/blkashyapsons/BLK,NSE
BLS,INE153T01027,BLS International Services Limited,20,,,BLS,Miscellaneous,Miscellaneous,BLS Internation,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/blsinternationalservices/BLS,NSE
BLUEBLENDS,INE113O01014,Blue Blends (I) Limited,5,,,BLUEBLENDS,Manufacturing,Textiles - Processing,Blue Blends,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/blueblendsindia/BBI,NSE
BLUEDART,INE233B01017,Blue Dart Express Limited,20,SERVICES,,BLUEDART,Services,Couriers,Blue Dart,http://www.moneycontrol.com/india/stockpricequote/couriers/bluedartexpress/BDE,NSE
BLUESTARCO,INE472A01039,Blue Star Limited,20,CONSUMER GOODS,,BLUESTARCO,Cons Durable,Consumer Goods - White Goods,Blue Star,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/bluestar/BS,NSE
BODALCHEM,INE338D01028,Bodal Chemicals Limited,20,,,BODALCHEM,Chemicals,Dyes & Pigments,Bodal Chemicals,http://www.moneycontrol.com/india/stockpricequote/dyespigments/bodalchemicals/BC15,NSE
BOMDYEING,INE032A01023,Bombay Dyeing & Mfg Company Limited,20,TEXTILES,,BOMDYEING,Conglomerates,Textiles - Processing,Bombay Dyeing,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/bombaydyeingmanufacturingcompany/BDM,NSE
BOSCHLTD,INE323A01026,Bosch Limited,No Band,AUTOMOBILE,"Nifty 50	",BOSCHLTD,Automotive,Auto Ancillaries,Bosch,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/bosch/B05,NSE
BPCL,INE029A01011,Bharat Petroleum Corporation Limited,No Band,ENERGY,Derivative Product/ Nifty 50/Nifty PSE Index,BPCL,Oil & Gas,Refineries,BPCL,http://www.moneycontrol.com/india/stockpricequote/refineries/bharatpetroleumcorporation/BPC,NSE
BPL,INE110A01019,Bpl Limited,20,,,BPL,Cons Non-Durable,Consumer Goods - Electronic,BPL,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/bpl/BPL,NSE
BRFL,INE589G01011,Bombay Rayon Fashions Limited,5,TEXTILES,,BRFL,Manufacturing,Textiles - General,Bombay Rayon,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/bombayrayonfashions/BRF,NSE
BRIGADE,INE791I01019,Brigade Enterprises Limited,20,CONSTRUCTION,NIFTY REALTY,BRIGADE,Retail/Real Estate,Construction & Contracting - Real Estate,Brigade Ent,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/brigadeenterprises/BE08,NSE
BRITANNIA,INE216A01022,Britannia Industries Limited,No Band,CONSUMER GOODS,NIFTY Growth Sectors 15 Index,BRITANNIA,Food & Beverage,Food Processing,Britannia,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/britanniaindustries/BI,NSE
BRNL,INE727S01012,Bharat Road Network Limited,20,,,BRNL,Engineering,Infrastructure - General,Bharat Road Net,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/bharatroadnetwork/BRN,NSE
BROOKS,INE650L01011,Brooks Laboratories Limited,20,,,BROOKS,Pharmaceuticals,Pharmaceuticals,Brooks Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/brookslaboratories/BL,NSE
BSE,INE118H01025,BSE Limited,20,FINANCIAL SERVICES,,BSE,Miscellaneous,Miscellaneous,BSE Limited,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/bselimited/B08,NSE
BSELINFRA,INE395A01016,BSEL Infrastructure Realty Limited,10,,,BSELINFRA,Retail/Real Estate,Construction & Contracting - Housing,BSEL Infra,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/bselinfrastructurerealty/BSE02,NSE
BSL,INE594B01012,BSL Limited,10,,,BSL,Manufacturing,Textiles - Weaving,BSL,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/bsl/BSL,NSE
BSLGOLDETF,INF209K01HT2,Aditya Birla Sun Life Gold ETF - Growth,20,,,,,,,,NSE
BSLIMITED,INE043K01029,BS Limited,5,,,BSLIMITED,Engineering,Power - Transmission & Equipment,BS Limited,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/bslimited/BT,NSE
BSLNIFTY,INF209K01IR4,Aditya Birla Sun Life Nifty ETF - Growth,20,,,BSLNIFTY,Banking/Finance,Finance - Investments,Birla Nifty ETF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/birlasunlifeniftyetf/BSL03,NSE
BYKE,INE319B01014,The Byke Hospitality Ltd,20,,,BYKE,Banking/Finance,Hotels,The Byke Hosp,http://www.moneycontrol.com/india/stockpricequote/hotels/thebykehospitality/SH12,NSE
CADILAHC,INE010B01027,Cadila Healthcare Limited,No Band,PHARMA,Derivative Product,CADILAHC,Pharmaceuticals,Pharmaceuticals,Cadila Health,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cadilahealthcare/CHC,NSE
CAMLINFINE,INE052I01032,Camlin Fine Sciences Limited,20,,,CAMLINFINE,Chemicals,Chemicals,Camlin Fine,http://www.moneycontrol.com/india/stockpricequote/chemicals/camlinfinesciences/CFC03,NSE
CANBK,INE476A01014,Canara Bank,No Band,FINANCIAL SERVICES,Derivative Product/Bank Nifty,CANBK,Banking/Finance,Banks - Public Sector,Canara Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/canarabank/CB06,NSE
CANFINHOME,INE477A01020,Can Fin Homes Limited,No Band,FINANCIAL SERVICES,NIFTY Smallcap 50/NIFTY Full Smallcap 100,CANFINHOME,Banking/Finance,Finance - Housing,Can Fin Homes,http://www.moneycontrol.com/india/stockpricequote/financehousing/canfinhomes/CFH,NSE
CANTABIL,INE068L01016,Cantabil Retail India Limited,10,,,CANTABIL,Retail/Real Estate,Retail,Cantabil Retail,http://www.moneycontrol.com/india/stockpricequote/retail/cantabilretailindia/CRI01,NSE
CAPACITE,INE264T01014,Capacit'e Infraprojects Limited,20,,,CAPACITE,Cement/Construction,Construction & Contracting - Civil,Capacite Infra,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/capaciteinfraprojects/CI19,NSE
CAPF,INE688I01017,Capital First Limited,No Band,FINANCIAL SERVICES,Derivative Product,CAPF,Banking/Finance,Finance - General,Capital First,http://www.moneycontrol.com/india/stockpricequote/financegeneral/capitalfirst/FCH,NSE
CAPLIPOINT,INE475E01026,Caplin Point Laboratories Limited,20,PHARMA,,CAPLIPOINT,Pharmaceuticals,Pharmaceuticals,Caplin Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/caplinpointlaboratories/CPL,NSE
CAPTRUST,INE707C01018,Capital Trust Limited,20,,,CAPTRUST,Banking/Finance,Finance - Leasing & Hire Purchase,Capital Trust,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/capitaltrust/CT,NSE
CARBORUNIV,INE120A01034,Carborundum Universal Limited,20,INDUSTRIAL MANUFACTURING,,CARBORUNIV,Engineering,Abrasives,Carborundum,http://www.moneycontrol.com/india/stockpricequote/abrasives/carborundumuniversal/CU,NSE
CAREERP,INE521J01018,Career Point Limited,20,,,CAREERP,Technology,Computers - Software - Training,Career Point,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/careerpoint/CPI05,NSE
CARERATING,INE752H01013,CARE Ratings Limited,20,FINANCIAL SERVICES,,CARERATING,Miscellaneous,Miscellaneous,CARE,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/creditanalysisresearch/CAR,NSE
CASTEXTECH,INE068D01021,Castex Technologies Limited,10,,,CASTEXTECH,Automotive,Auto Ancillaries,Castex Tech,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/castextechnologies/AI49,NSE
CASTROLIND,INE172A01027,Castrol India Limited,No Band,ENERGY,NIFTY Midcap 150/NIFTY MidSmallcap 400/NIFTY Midcap 50/NIFTY Full Midcap 100,CASTROLIND,Chemicals,Lubricants,Castrol,http://www.moneycontrol.com/india/stockpricequote/lubricants/castrolindia/CI01,NSE
CCHHL,INE652F01027,Country Club Hospitality & Holidays Limited,20,,,CCHHL,Services,Hotels,Country Club,http://www.moneycontrol.com/india/stockpricequote/hotels/countryclubhospitalityholidays/CCI06,NSE
CCL,INE421D01022,CCL Products (India) Limited,20,CONSUMER GOODS,,CCL,Food & Beverage,Plantations - Tea & Coffee,CCL Products,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/cclproductsindia/CC10,NSE
CDSL,INE736A01011,Central Depository Services (India) Limited,20,,,CDSL,Banking/Finance,Finance - Investments,CDSL,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/centraldepositoryservicesltd/CDS,NSE
CEATLTD,INE482A01020,CEAT Limited,No Band,AUTOMOBILE,Derivative Product ,CEATLTD,Automotive,Tyres,Ceat,http://www.moneycontrol.com/india/stockpricequote/tyres/ceat/C07,NSE
CELEBRITY,INE185H01016,Celebrity Fashions Limited,10,,,CELEBRITY,Manufacturing,Textiles - Readymade Apparels,Celebrity Fash,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/celebrityfashions/CFL04,NSE
CELESTIAL,INE221I01017,Celestial Biolabs Limited,20,,,CELESTIAL,Pharmaceuticals,Pharmaceuticals,Celestial Bio,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/celestialbiolabs/CL05,NSE
CENTENKA,INE485A01015,Century Enka Limited,20,,,CENTENKA,Manufacturing,Textiles - Manmade,Century Enka,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/centuryenka/CE,NSE
CENTEXT,INE281A01026,Century Extrusions Limited,10,,,CENTEXT,Metals & Mining,Aluminium,Century Extr,http://www.moneycontrol.com/india/stockpricequote/aluminium/centuryextrusions/CE02,NSE
